"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"terbinafine",75,"mg/kg",8,"day","Calcium","Clinical chemistry",10.6,"mg/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Phosphorus","Clinical chemistry",7.1,"mg/dL",1,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Total protein","Clinical chemistry",5.8,"g/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Albumin","Clinical chemistry",3.6,"g/dL",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.6,"",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",73,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",36,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",224,"u/L",0,"TG-GATEs"
"terbinafine",75,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",971,"u/L",1,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",75,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Triglyceride","Clinical chemistry",68,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.14,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0.08,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Glucose","Clinical chemistry",187,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",15,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Sodium","Clinical chemistry",142,"mEq/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Potassium","Clinical chemistry",3.9,"mEq/L",1,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Chloride","Clinical chemistry",103,"mEq/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Calcium","Clinical chemistry",10.5,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Phosphorus","Clinical chemistry",7,"mg/dL",1,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Total protein","Clinical chemistry",5.5,"g/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Albumin","Clinical chemistry",3.5,"g/dL",1,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",1.7,"",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",71,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",39,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",205,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",722,"u/L",1,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",61,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Triglyceride","Clinical chemistry",51,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.13,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.07,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Glucose","Clinical chemistry",186,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",13,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Sodium","Clinical chemistry",143,"mEq/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Potassium","Clinical chemistry",4.1,"mEq/L",1,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Calcium","Clinical chemistry",10.4,"mg/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Phosphorus","Clinical chemistry",7.5,"mg/dL",1,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Total protein","Clinical chemistry",5.8,"g/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Albumin","Clinical chemistry",3.6,"g/dL",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.6,"",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",70,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",40,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",190,"u/L",0,"TG-GATEs"
"terbinafine",250,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",729,"u/L",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",75,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Triglyceride","Clinical chemistry",18,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.15,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0.09,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Glucose","Clinical chemistry",174,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",10,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.4,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Potassium","Clinical chemistry",3.8,"mEq/L",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Chloride","Clinical chemistry",102,"mEq/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Calcium","Clinical chemistry",9.5,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Phosphorus","Clinical chemistry",9.2,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Total protein","Clinical chemistry",5.4,"g/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Albumin","Clinical chemistry",3.7,"g/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2.1,"",1,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",63,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",36,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",194,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",550,"u/L",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",94,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Triglyceride","Clinical chemistry",11,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.24,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0.14,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Glucose","Clinical chemistry",171,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",14,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Sodium","Clinical chemistry",143,"mEq/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Potassium","Clinical chemistry",4.4,"mEq/L",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Chloride","Clinical chemistry",104,"mEq/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Calcium","Clinical chemistry",8.9,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Phosphorus","Clinical chemistry",7.4,"mg/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Total protein","Clinical chemistry",5.1,"g/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Albumin","Clinical chemistry",3.4,"g/dL",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",88,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",49,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",208,"u/L",0,"TG-GATEs"
"terbinafine",750,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",883,"u/L",1,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",84,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Triglyceride","Clinical chemistry",51,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.34,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Glucose","Clinical chemistry",193,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",16,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.6,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Potassium","Clinical chemistry",4.7,"mEq/L",1,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Chloride","Clinical chemistry",107,"mEq/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Calcium","Clinical chemistry",11.1,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Phosphorus","Clinical chemistry",9.2,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Total protein","Clinical chemistry",5.7,"g/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Albumin","Clinical chemistry",3.8,"g/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",69,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",39,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",110,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",746,"u/L",1,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",86,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Triglyceride","Clinical chemistry",95,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.36,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Glucose","Clinical chemistry",189,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",19,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.6,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Potassium","Clinical chemistry",4.9,"mEq/L",1,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Chloride","Clinical chemistry",105,"mEq/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Calcium","Clinical chemistry",11.4,"mg/dL",1,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Phosphorus","Clinical chemistry",10.3,"mg/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Total protein","Clinical chemistry",5.9,"g/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Albumin","Clinical chemistry",3.9,"g/dL",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",71,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",37,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",102,"u/L",0,"TG-GATEs"
"tetracycline",100,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",987,"u/L",1,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",95,"mg/dL",1,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Triglyceride","Clinical chemistry",48,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.35,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Glucose","Clinical chemistry",180,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",16,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.6,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Sodium","Clinical chemistry",141,"mEq/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Chloride","Clinical chemistry",107,"mEq/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Calcium","Clinical chemistry",10.9,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Phosphorus","Clinical chemistry",10,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Total protein","Clinical chemistry",5.8,"g/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Albumin","Clinical chemistry",3.8,"g/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",1.9,"",1,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",69,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",109,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",1037,"u/L",1,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",85,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Triglyceride","Clinical chemistry",91,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.32,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Glucose","Clinical chemistry",172,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",20,"mg/dL",1,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.6,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Potassium","Clinical chemistry",5.6,"mEq/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Chloride","Clinical chemistry",107,"mEq/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Calcium","Clinical chemistry",11.4,"mg/dL",1,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Phosphorus","Clinical chemistry",9.7,"mg/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Total protein","Clinical chemistry",5.9,"g/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Albumin","Clinical chemistry",3.9,"g/dL",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",67,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",35,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",139,"u/L",0,"TG-GATEs"
"tetracycline",300,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",1106,"u/L",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",95,"mg/dL",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Triglyceride","Clinical chemistry",28,"mg/dL",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.35,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Glucose","Clinical chemistry",179,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",17,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Sodium","Clinical chemistry",141,"mEq/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Potassium","Clinical chemistry",4.6,"mEq/L",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Chloride","Clinical chemistry",106,"mEq/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Calcium","Clinical chemistry",10.8,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Phosphorus","Clinical chemistry",8.8,"mg/dL",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Total protein","Clinical chemistry",5.5,"g/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Albumin","Clinical chemistry",3.8,"g/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2.1,"",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",73,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",37,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",107,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",1092,"u/L",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",74,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Triglyceride","Clinical chemistry",40,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.26,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Glucose","Clinical chemistry",180,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Blood urea nitrogen","Clinical chemistry",18,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Sodium","Clinical chemistry",140,"mEq/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Potassium","Clinical chemistry",5.1,"mEq/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Chloride","Clinical chemistry",107,"mEq/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Calcium","Clinical chemistry",11.2,"mg/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Phosphorus","Clinical chemistry",8.7,"mg/dL",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Total protein","Clinical chemistry",5.6,"g/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Albumin","Clinical chemistry",3.6,"g/dL",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Albumin globulin ratio","Clinical chemistry",1.8,"",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Aspartate aminotransferase","Clinical chemistry",71,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Alanine aminotransferase","Clinical chemistry",34,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","Lactate dehydrogenase","Clinical chemistry",119,"u/L",0,"TG-GATEs"
"tetracycline",1000,"mg/kg",8,"day","γ-Glutamyltranspeptidase","Clinical chemistry",1,"u/L",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Alkaline phosphatase","Clinical chemistry",885,"u/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Total cholesterol","Clinical chemistry",85,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Triglyceride","Clinical chemistry",110,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Total bilirubin","Clinical chemistry",0.33,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Glucose","Clinical chemistry",185,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Blood urea nitrogen","Clinical chemistry",16,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Creatinine","Clinical chemistry",0.5,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Sodium","Clinical chemistry",137,"mEq/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Potassium","Clinical chemistry",4.8,"mEq/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Chloride","Clinical chemistry",105,"mEq/L",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Calcium","Clinical chemistry",10.7,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Phosphorus","Clinical chemistry",7.8,"mg/dL",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Total protein","Clinical chemistry",5.8,"g/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Albumin","Clinical chemistry",4.1,"g/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Albumin globulin ratio","Clinical chemistry",2,"",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Aspartate aminotransferase","Clinical chemistry",60,"u/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Alanine aminotransferase","Clinical chemistry",28,"u/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","Lactate dehydrogenase","Clinical chemistry",97,"u/L",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",4,"day","γ-Glutamyltranspeptidase","Clinical chemistry",2,"u/L",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",8,"day","Alkaline phosphatase","Clinical chemistry",736,"u/L",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",8,"day","Total cholesterol","Clinical chemistry",73,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",8,"day","Triglyceride","Clinical chemistry",167,"mg/dL",1,"TG-GATEs"
"thioacetamide",4,"mg/kg",8,"day","Total bilirubin","Clinical chemistry",0.31,"mg/dL",0,"TG-GATEs"
"thioacetamide",4,"mg/kg",8,"day","Direct bilirubin","Clinical chemistry",0,"mg/dL",0,"TG-GATEs"
